/Users/erwenchen/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
Historical HTML scraper — 1 target(s)
per_period=20, max_per_target=500


======================================================================
  Malaysia:grabfood-my  (food.grab.com/my/en/restaurant/*)
======================================================================
  [179/380] 20230224 https://food.grab.com/my/en/restaurant/restoran-patatimo-jalan-wangsa- … 119 items
  [180/380] 20230127 https://food.grab.com/my/en/restaurant/starbucks-batu-ferringhi-delive … 132 items
  [181/380] 20230331 https://food.grab.com/my/en/restaurant/tapaqking-ikan-bakar-jalan-pant … 0 items
  [182/380] 20230309 https://food.grab.com/my/en/restaurant/taste-of-asia-cafe-bangunan-per … 73 items
  [183/380] 20230224 https://food.grab.com/my/en/restaurant/the-bao-cuisine-taman-setapak-i … 10 items
  [184/380] 20230110 https://food.grab.com/my/en/restaurant/the-coffee-lounge-grand-hallmar … fetch fail
  [185/380] 20230110 https://food.grab.com/my/en/restaurant/the-coffee-lounge-hallmark-rege … fetch fail
  [186/380] 20230329 https://food.grab.com/my/en/restaurant/the-piggy-mookata-taipan-busine … 69 items
  [187/380] 20230329 https://food.grab.com/my/en/restaurant/warung-kak-ros-kampung-jana-bar … fetch fail
  [188/380] 20230315 https://food.grab.com/my/en/restaurant/yolomen-taman-melaka-raya-deliv … 18 items
  [189/380] 20230108 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [190/380] 20230311 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … fetch fail
  [191/380] 20230525 https://food.grab.com/my/en/restaurant/froth-summit-usj-delivery/1-C2W … 4 items
  [192/380] 20230628 https://food.grab.com/my/en/restaurant/kaloori-taman-desa-tebrau-deliv … 33 items
  [193/380] 20230525 https://food.grab.com/my/en/restaurant/kungfu-ramen-summit-usj-deliver … 153 items
  [194/380] 20230525 https://food.grab.com/my/en/restaurant/nyonya-cendol-summit-usj-delive … 83 items
  [195/380] 20230524 https://food.grab.com/my/en/restaurant/subway-summit-usj-delivery/1-CY … 0 items
  [196/380] 20230626 https://food.grab.com/my/en/restaurant/tok-ibu-heritage-residensi-puch … 27 items
  [197/380] 20230629 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [198/380] 20230408 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [199/380] 20230513 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [200/380] 20230611 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [201/380] 20230621 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [202/380] 20230629 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [203/380] 20230629 https://food.grab.com/my/en/restaurants?lng=en&search=Guardian&pid=Fac … 0 items
  [204/380] 20231028 https://food.grab.com/my/en/restaurant/1901-petronas-setapak-indah-del … 51 items
  [205/380] 20231218 https://food.grab.com/my/en/restaurant/1977-new-ipoh-chicken-rice-sri- … 73 items
  [206/380] 20231214 https://food.grab.com/my/en/restaurant/9t6-chicken-eon-s-foodcourt-del … 44 items
  [207/380] 20231012 https://food.grab.com/my/en/restaurant/abento-kampung-pulau-rusa-deliv … 49 items
  [208/380] 20231023 https://food.grab.com/my/en/restaurant/addin-ayam-rangup-platinum-walk … fetch fail
  [209/380] 20231028 https://food.grab.com/my/en/restaurant/ador-cafe-vegetarian-kl-gateway … fetch fail
  [210/380] 20231021 https://food.grab.com/my/en/restaurant/alta-burger-jalan-sultan-delive … fetch fail
  [211/380] 20231211 https://food.grab.com/my/en/restaurant/ann-ash-beverages-kuala-lumpur- … 13 items
  [212/380] 20231020 https://food.grab.com/my/en/restaurant/asam-pedas-premier-ioi-city-mal … 41 items
  [213/380] 20231025 https://food.grab.com/my/en/restaurant/asam-pedas-premier-setia-city-m … 45 items
  [214/380] 20231013 https://food.grab.com/my/en/restaurant/asam-pedas-premier-tropicana-ga … 41 items
  [215/380] 20231011 https://food.grab.com/my/en/restaurant/atdekat-lepaking-2-0-delivery/1 … 21 items
  [216/380] 20231026 https://food.grab.com/my/en/restaurant/ayam-gunting-subdepo-branch-put … 9 items
  [217/380] 20231023 https://food.grab.com/my/en/restaurant/ayam-gunting-subdepo-branch-sur … 12 items
  [218/380] 20231021 https://food.grab.com/my/en/restaurant/big-big-bowl-dessert-wisma-ramp … fetch fail
  [219/380] 20231217 https://food.grab.com/my/en/restaurant/bloo-berry-bakes-seksyen-u13-de … 60 items
  [220/380] 20231013 https://food.grab.com/my/en/restaurant/breadfruits-hartamas-non-halal- … 84 items
  [221/380] 20231011 https://food.grab.com/my/en/restaurant/breakfast-from-the-barn-lorong- … 66 items
  [222/380] 20231023 https://food.grab.com/my/en/restaurant/bsy-sugarstation-mart-taman-buk … 12 items
  [223/380] 20231011 https://food.grab.com/my/en/restaurant/btb-x-kiesar-taman-pekan-baru-d … 14 items
  [224/380] 20240212 https://food.grab.com/my/en/restaurant/toh-thoo%E9%A3%9F%E9%A5%B1%E5%9 … 63 items
  [225/380] 20240212 https://food.grab.com/my/en/restaurant/tsuen-wan-restaurant-pearl-shop … 117 items
  [226/380] 20240112 https://food.grab.com/my/en/restaurant/warakuya-japanese-garden-sri-pe … 185 items
